TIME,FLUX,FLUX_ERR,CADENCENO,MOM_CENTR1,MOM_CENTR2,QUALITY
1365.3891767072623,24642.049,19.581251,99313,664.0034125067401,338.838354083314,0
1365.3905655727863,24598.549,19.559895,99314,664.0098006303225,338.85473167839086,0
1365.3919544383098,24654.387,19.578978,99315,664.0013737307542,338.86005163766106,0
1365.3933433038337,24656.78,19.572737,99316,664.0152245904943,338.8652690222778,0
1365.3947321694745,24589.406,19.554293,99317,664.0000388755379,338.84093652671686,0
1365.396121034999,24631.96,19.572384,99318,664.0005972827589,338.84996138570364,0
1365.397509900406,24626.549,19.5693,99319,664.0088886101913,338.8616288465362,0
1365.3988987659304,24601.36,19.567366,99320,664.0052140336273,338.84312681291465,0
1365.4002876314544,24595.738,19.571774,99321,664.0075643070586,338.8646722112842,0
1365.4016764969779,24622.203,19.56692,99322,664.0170644543578,338.85429655912577,0
1365.4030653625023,24629.506,19.568567,99323,664.0025877479911,338.8547163334031,0
1365.4044542280262,24619.988,19.572107,99324,664.0069944701398,338.85092067397215,0
1365.4058430935506,24619.457,19.564316,99325,664.0143178117419,338.84931837891367,0
1365.407231959075,24631.055,19.56689,99326,663.9996072428443,338.8682159632207,0
1365.408620824598,24647.715,19.56838,99327,664.009829634711,338.8550901002596,0
1365.4100096901218,24607.023,19.5725,99328,664.0018667937367,338.83960383160985,0
1365.41139855553,24607.646,19.560736,99329,664.0129616651814,338.86583337418404,0
1365.4127874210544,24640.328,19.565874,99330,664.0061818729138,338.856147710336,0
1365.4141762865788,24615.754,19.564816,99331,664.0113462082141,338.8494848073999,0
1365.4155651521023,24665.66,19.578388,99332,664.0051138718006,338.85735360284593,0
1365.4169540176263,24649.932,19.577284,99333,664.0061548958963,338.85588730729177,0
1365.4183428830333,24609.727,19.559109,99334,664.009922834324,338.851755589343,0
1365.4197317485578,24635.098,19.574224,99335,664.0055588016351,338.86105967485076,0
1365.4211206140822,24627.123,19.564018,99336,664.0124548241688,338.850337100235,0
1365.4225094794897,24637.963,19.570688,99337,664.0034855793159,338.8711091066774,0
1365.4238983450132,24640.225,19.564548,99338,664.0108401471101,338.8267509390853,0
1365.4252872105371,24603.312,19.56163,99339,664.0067285662959,338.8625756146729,0
1365.4266760759442,24618.56,19.562248,99340,664.0023330824921,338.8515870263324,0
1365.4280649414686,24631.75,19.565056,99341,664.0128044698714,338.85962709365594,0
1365.429453806993,24627.32,19.56742,99342,664.0039147113512,338.8532707383974,0
1365.430842672401,24619.316,19.565842,99343,664.0107249847714,338.8470269486701,0
1365.432231537925,24628.922,19.569107,99344,664.0002837445513,338.8591449179772,0
1365.4336204033316,24598.928,19.569466,99345,664.0056979054652,338.8523988117174,0
1365.435009268856,24623.78,19.568167,99346,664.0075281972502,338.8542288764299,0
1365.4363981343804,24632.613,19.562702,99347,664.0099372186634,338.85141995284283,0
1365.4377869997875,24656.387,19.57151,99348,664.0076129663421,338.8506393607426,0
1365.439175865312,24630.385,19.569218,99349,664.0063877668249,338.85717256130283,0
1365.4405647307194,24589.037,19.555151,99350,664.007558428464,338.8570049661808,0
1365.4419535962434,24608.799,19.556608,99351,664.0240310806123,338.80264557575794,0
1365.4433424616514,24616.56,19.56143,99352,663.9808371212637,338.9275389337659,0
1365.4447313270584,24639.547,19.573566,99353,664.0125387277625,338.84733289417204,0
1365.4461201925828,24640.777,19.564844,99354,664.0101735367418,338.85032489974265,0
1365.4475090579908,24639.053,19.577473,99355,664.0027096116978,338.86207370701044,0
1365.4488979235148,24618.312,19.568169,99356,664.0056444824802,338.8482301915023,0
1365.4502867889219,24591.475,19.56717,99357,664.0070027213311,338.85865850812934,0
1365.4516756543294,24646.58,19.574951,99358,664.0167721426443,338.8466473065632,0
1365.4530645198538,24621.125,19.566257,99359,663.996594846648,338.85695568373853,0
1365.4544533852618,24647.277,19.573822,99360,664.0149162422198,338.8519438086687,0
1365.4558422506689,24603.09,19.5733,99361,664.0064717256322,338.86120592477056,0
1365.4572311161928,24653.969,19.581905,99362,664.007469526242,338.8611431563393,0
1365.4586199816,24656.879,19.577839,99363,664.0048836556434,338.85496875580395,0
1365.4600088470079,24640.88,19.583998,99364,664.0066282023731,338.8470587032412,0
1365.4613977124159,24659.201,19.586739,99365,664.0097944590649,338.85637571353715,0
1365.4627865779398,24617.213,19.57677,99366,664.0049058723857,338.8527572819479,0
1365.4641754433478,24608.398,19.574375,99367,664.0108744538909,338.85801159168716,0
1365.465564308755,24628.115,19.581795,99368,664.0031994165945,338.8526904869014,0
1365.4669531741624,24609.822,19.56998,99369,664.0090521549782,338.855061518961,0
1365.4683420395704,24610.066,19.58353,99370,664.0194488819926,338.83229408901025,0
1365.469730904978,24631.555,19.57298,99371,663.9942172877712,338.8783592253599,0
1365.4711197705024,24591.549,19.573233,99372,664.0061219690654,338.85097074599804,0
1365.4725086359103,24620.258,19.576021,99373,664.0096781414004,338.8465905662899,0
1365.473897501317,24626.7,19.587105,99374,664.0032574241405,338.8604529092731,0
1365.475286366724,24632.395,19.586319,99375,664.007491630374,338.8490114717472,0
1365.476675232132,24632.508,19.582817,99376,664.0050695600652,338.85612934337223,0
1365.47806409754,24629.018,19.585178,99377,664.0088153291856,338.8570565116882,0
1365.479452962948,24634.633,19.592125,99378,664.0001880821331,338.83850072654036,0
1365.4808418283556,24620.777,19.585985,99379,664.0027683019432,338.8550295109201,0
1365.4822306937626,24609.748,19.585526,99380,664.0126196197907,338.86464561072194,0
1365.4836195591702,24616.844,19.589626,99381,664.0121798578114,338.83277673417416,0
1365.4850084245782,24628.633,19.59502,99382,664.0024659438966,338.8818230723784,0
1365.4863972899861,24631.5,19.608429,99383,664.0042135587083,338.8431142825289,0
1365.4877861553932,24631.213,19.59676,99384,664.0124193929335,338.8596793608091,0
1365.4891750208012,24614.365,19.58329,99385,664.0080003527528,338.85207970340264,0
1365.4905638862087,24609.107,19.596914,99386,664.0063146074991,338.8497071224331,0
1365.491952751499,24632.117,19.592314,99387,664.0143311270053,338.8665287405758,0
1365.493341616907,24640.68,19.601353,99388,664.0072218512292,338.84149917818735,0
1365.494730482315,24629.883,19.594822,99389,663.995708361412,338.8728464354373,0
1365.496119347723,24612.21,19.588516,99390,664.0118305913152,338.8574560464735,0
